         220134140 function calls (207474231 primitive calls) in 485.391 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      101    0.002    0.000    0.007    0.000 C:\Users\benoi\Documents\master_thesis_code\neighbourhood_operators.py:932(check_tpn_departure_feasibility_delay_operator)
     2988    0.007    0.000    0.007    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:877(__init__)
      996    0.003    0.000    0.007    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:70(close)
     2988    0.004    0.000    0.007    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\packages\six.py:939(ensure_str)
     3984    0.007    0.000    0.007    0.000 {method 'format' of 'str' objects}
    27888    0.007    0.000    0.007    0.000 {method 'partition' of 'str' objects}
      996    0.004    0.000    0.007    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\socket.py:767(close)
     1992    0.002    0.000    0.006    0.000 {function HTTPResponse.close at 0x00000231306D2B80}
     4678    0.006    0.000    0.006    0.000 {method 'subn' of 're.Pattern' objects}
      996    0.003    0.000    0.006    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\models.py:61(path_url)
      996    0.004    0.000    0.006    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\sessions.py:719(get_adapter)
      996    0.003    0.000    0.006    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\response.py:367(_init_decoder)
     5072    0.004    0.000    0.006    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:1259(<genexpr>)
     1992    0.003    0.000    0.006    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\contextlib.py:112(__enter__)
     8415    0.004    0.000    0.006    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\inspect.py:159(isfunction)
       13    0.005    0.000    0.005    0.000 {method '__exit__' of '_io._IOBase' objects}
      996    0.005    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\socket.py:678(__init__)
     5072    0.005    0.000    0.005    0.000 {method 'fullmatch' of 're.Pattern' objects}
     9148    0.005    0.000    0.005    0.000 {method 'find' of 'str' objects}
      996    0.005    0.000    0.005    0.000 {method 'settimeout' of '_socket.socket' objects}
      793    0.003    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:408(_splitnetloc)
      996    0.002    0.000    0.005    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\models.py:707(is_redirect)
      826    0.005    0.000    0.005    0.000 {method 'remove' of 'list' objects}
      996    0.002    0.000    0.005    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\retry.py:336(is_retry)
       16    0.005    0.000    0.005    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
     7052    0.005    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\enum.py:354(__getitem__)
      996    0.004    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:197(_new_message)
     7968    0.005    0.000    0.005    0.000 {method 'rstrip' of 'bytes' objects}
    14104    0.005    0.000    0.005    0.000 {built-in method fromisoformat}
    15280    0.005    0.000    0.005    0.000 {method 'join' of 'str' objects}
     1992    0.003    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:122(pushlines)
     1992    0.001    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:720(__len__)
      996    0.003    0.000    0.005    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\models.py:290(__init__)
     6445    0.005    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\enum.py:580(__new__)
     3984    0.004    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\message.py:479(set_raw)
     1992    0.005    0.000    0.005    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\message.py:120(__init__)
     1042    0.003    0.000    0.004    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\utils.py:107(super_len)
     1992    0.003    0.000    0.004    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\hooks.py:17(default_hooks)
     5523    0.004    0.000    0.004    0.000 {method 'read' of '_io.BufferedReader' objects}
    14940    0.004    0.000    0.004    0.000 {method 'strip' of 'str' objects}
     6068    0.003    0.000    0.004    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:980(_output)
     1992    0.003    0.000    0.004    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\threading.py:256(__enter__)
      996    0.001    0.000    0.004    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:380(_check_close)
     2930    0.004    0.000    0.004    0.000 {method 'extend' of 'list' objects}
      996    0.003    0.000    0.004    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\models.py:339(prepare_method)
     4980    0.004    0.000    0.004    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\_collections.py:186(__iter__)
      996    0.003    0.000    0.004    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:426(flush)
        9    0.001    0.000    0.004    0.000 C:\Users\benoi\Documents\master_thesis_code\alns_platform.py:647(select_operator)
     3514    0.002    0.000    0.004    0.000 {method '_checkReadable' of '_io._IOBase' objects}
      996    0.004    0.000    0.004    0.000 {method 'Close' of 'PyHKEY' objects}
      996    0.004    0.000    0.004    0.000 {method 'pop' of 'collections.OrderedDict' objects}
    24900    0.004    0.000    0.004    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:100(_noop)
     1992    0.002    0.000    0.004    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\threading.py:271(_is_owned)
      996    0.001    0.000    0.004    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:148(username)
      996    0.002    0.000    0.004    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\communication\response_processing.py:4(raise_if_unsuccessful_response_code)
       31    0.002    0.000    0.004    0.000 C:\Users\benoi\Documents\master_thesis_code\alns_platform.py:1008(deviation_delay_train)
     4678    0.004    0.000    0.004    0.000 {method 'count' of 'bytes' objects}
       10    0.003    0.000    0.003    0.000 {scipy.sparse._csparsetools.lil_get_lengths}
      996    0.002    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1412(debug)
      996    0.001    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\response.py:616(getheader)
      996    0.003    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\utils.py:565(unquote_unreserved)
      996    0.003    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:636(unquote)
   348/46    0.001    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\conversion\object_to_algorithm_platform_json_converter.py:21(convert_any_object)
      996    0.003    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\adapters.py:203(cert_verify)
     8986    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
     4980    0.003    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1750(__iter__)
     7968    0.003    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:717(__init__)
     7416    0.003    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_base_classes.py:7(__init__)
     4980    0.003    0.000    0.003    0.000 {method 'groups' of 're.Match' objects}
    76/16    0.001    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\conversion\object_to_algorithm_platform_json_converter.py:12(convert_any_aidm_object_to_dict)
     3984    0.003    0.000    0.003    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(cumsum)
      996    0.002    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1294(_cookie_attrs)
       10    0.000    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\fromnumeric.py:2446(cumsum)
     4980    0.002    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\_internal_utils.py:14(to_native_string)
     6445    0.003    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\enum.py:668(__reduce_ex__)
       10    0.000    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
      996    0.003    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\models.py:729(iter_content)
     1992    0.002    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\threading.py:259(__exit__)
      996    0.002    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\retry.py:327(_is_method_retryable)
      996    0.002    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\response.py:634(closed)
       10    0.003    0.000    0.003    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      996    0.001    0.000    0.003    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\communication\communication_layer.py:14(merge_base_url_with_request)
    19211    0.003    0.000    0.003    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\enum.py:678(name)
     3984    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
     3984    0.003    0.000    0.003    0.000 {method 'count' of 'str' objects}
     2988    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\structures.py:60(__len__)
     3757    0.002    0.000    0.002    0.000 {method 'split' of 'bytes' objects}
     4678    0.002    0.000    0.002    0.000 {method 'decode' of 'bytearray' objects}
     3028    0.002    0.000    0.002    0.000 {built-in method builtins.any}
        1    0.002    0.002    0.002    0.002 C:\Users\benoi\Documents\master_thesis_code\timetable_graph.py:464(<listcomp>)
     1992    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\queue.py:14(_qsize)
      996    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\response.py:74(is_response_to_head)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\poolmanager.py:295(_merge_pool_kwargs)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:1195(_validate_path)
       15    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\master_thesis_code\neighbourhood_operators.py:2182(update_train_path_node_information)
     4510    0.002    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\socket.py:729(readable)
      996    0.002    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:186(_userinfo)
       15    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\algorithms\shortest_paths\weighted.py:370(single_source_dijkstra)
       20    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\scipy\sparse\sputils.py:208(isshape)
      996    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\queue.py:17(_put)
       15    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\algorithms\shortest_paths\weighted.py:618(multi_source_dijkstra)
        6    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\master_thesis_code\timetable_graph.py:1034(add_transit_nodes_edges_single_train_to_graph)
       15    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\conversion\object_to_algorithm_platform_json_converter.py:23(<listcomp>)
     8964    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\timeout.py:112(_validate_timeout)
     3636    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_base_classes.py:33(debug_string)
       21    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\digraph.py:267(__init__)
      996    0.001    0.000    0.002    0.000 <string>:1(<lambda>)
       59    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\reportviews.py:198(__call__)
       37    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\reportviews.py:1019(__call__)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:210(_pop_message)
       15    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\algorithms\shortest_paths\weighted.py:747(_dijkstra_multisource)
      996    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\models.py:917(raise_for_status)
        6    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\master_thesis_code\neighbourhood_operators.py:1286(remove_entries_in_tpn_information_and_update_tpn_of_delayed_train)
     1992    0.001    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\message.py:181(is_multipart)
       20    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\scipy\sparse\sputils.py:186(isintlike)
      996    0.002    0.000    0.002    0.000 {method 'write' of '_io.StringIO' objects}
       30    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\scipy\sparse\sputils.py:119(get_index_dtype)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\_internal_utils.py:30(unicode_is_ascii)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\message.py:303(set_payload)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:1186(_validate_method)
     1992    0.002    0.000    0.002    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.002    0.002    0.002    0.002 C:\Users\benoi\Documents\master_thesis_code\alns_platform.py:554(start_end_profiler)
       61    0.002    0.000    0.002    0.000 {built-in method numpy.empty}
     5062    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\timeout.py:188(start_connect)
     1992    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\response.py:679(supports_chunked_reads)
       10    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(any)
      996    0.002    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1677(isEnabledFor)
     1992    0.002    0.000    0.002    0.000 {method 'update' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\fromnumeric.py:2256(any)
     6972    0.002    0.000    0.002    0.000 {method 'values' of 'collections.OrderedDict' objects}
     7288    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
      950    0.001    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:787(_get_content_length)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\hooks.py:23(dispatch_hook)
       10    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
     3514    0.002    0.000    0.002    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        9    0.000    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\re.py:250(compile)
        9    0.000    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\re.py:289(_compile)
     1992    0.002    0.000    0.002    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
        1    0.000    0.000    0.002    0.002 {built-in method builtins.exec}
        1    0.000    0.000    0.002    0.002 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:1(<module>)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\sessions.py:80(merge_hooks)
       10    0.002    0.000    0.002    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       46    0.000    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\digraph.py:837(edges)
        3    0.000    0.000    0.002    0.001 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:759(compile)
     1992    0.002    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\hooks.py:18(<dictcomp>)
     1992    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\response.py:249(<genexpr>)
      996    0.002    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\socket.py:487(_decref_socketios)
        6    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\master_thesis_code\timetable_graph.py:834(create_transit_edges_nodes_single_train)
     1992    0.001    0.000    0.002    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\ntpath.py:34(_get_bothseps)
      996    0.001    0.000    0.002    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\queue.py:20(_get)
        1    0.000    0.000    0.002    0.002 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:173(__init__)
     1774    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:1287(_cookies_for_request)
     4934    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\connection.py:117(host)
     2988    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\cookiejar.py:44(_debug)
     3984    0.001    0.000    0.001    0.000 {method 'seek' of '_io.StringIO' objects}
       46    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\reportviews.py:992(__init__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:901(_find_spec)
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\parser.py:17(__init__)
     4980    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1341(find_spec)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1309(_get_spec)
      793    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:416(_checknetloc)
     1992    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.lock' objects}
      193    0.001    0.000    0.001    0.000 {built-in method numpy.array}
     3984    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
      735    0.001    0.000    0.001    0.000 {method 'index' of 'list' objects}
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:1182(_encode_request)
        1    0.000    0.000    0.001    0.001 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:261(compile)
     2988    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\http\client.py:437(isclosed)
     2761    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\response.py:390(_decode)
       46    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\reportviews.py:687(__init__)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1438(find_spec)
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\request.py:90(set_file_position)
       60    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(can_cast)
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(ndim)
       20    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\scipy\sparse\compressed.py:136(check_format)
       46    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\json\__init__.py:183(dumps)
        4    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\master_thesis_code\neighbourhood_operators.py:572(remove_entries_from_track_sequences)
     1992    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\cookies.py:104(__init__)
      406    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_algorithm_classes.py:52(__init__)
     1992    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.lock' objects}
      998    0.001    0.000    0.001    0.000 {built-in method builtins.all}
      996    0.001    0.000    0.001    0.000 {method 'sort' of 'list' objects}
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\models.py:521(prepare_content_length)
       49    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\reportviews.py:243(__init__)
     1992    0.001    0.000    0.001    0.000 {method 'truncate' of '_io.StringIO' objects}
       46    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\json\encoder.py:182(encode)
     3984    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\cookies.py:111(info)
      227    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\algorithms\shortest_paths\weighted.py:77(<lambda>)
     1992    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\requests\utils.py:672(set_environ)
     1992    0.001    0.000    0.001    0.000 {built-in method time.perf_counter}
       45    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\master_thesis_code\viriato_interface.py:434(select_section_track)
     3984    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:937(parse)
       40    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\fromnumeric.py:3106(ndim)
      160    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\_asarray.py:23(asarray)
     1992    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\timeout.py:213(connect_timeout)
      9/3    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:435(_parse_sub)
     18/3    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:493(_parse)
      996    0.001    0.000    0.001    0.000 {method 'flush' of '_io.BufferedReader' objects}
       80    0.001    0.000    0.001    0.000 {built-in method _operator.index}
     1995    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      242    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\conversion\converter_helpers.py:6(_convert_to_camel_case)
     1110    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      180    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\py_client\aidm\aidm_algorithm_classes.py:9(__init__)
       46    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\json\encoder.py:204(iterencode)
        1    0.000    0.000    0.001    0.001 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:49(__init__)
       46    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\digraph.py:341(succ)
        3    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:598(_code)
        4    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\_strptime.py:238(pattern)
     1992    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\util\timeout.py:231(read_timeout)
      996    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
       40    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:85(clear_cache)
      996    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\urllib3\response.py:412(_flush_decoder)
        3    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\master_thesis_code\neighbourhood_operators.py:529(remove_entries_part_of_train_from_track_sequences)
     23/3    0.000    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:71(_compile)
     1992    0.001    0.000    0.001    0.000 C:\Users\benoi\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:125(__iter__)
       70    0.001    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\numpy\core\getlimits.py:514(__init__)
       49    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\masterThesis\master_thesis_code\lib\site-packages\networkx\classes\reportviews.py:261(__iter__)
       15    0.000    0.000    0.001    0.000 C:\Users\benoi\Documents\master_thesis_code\viriato_interface.py:478(get_list_update_train_times_rerouting)
