# zone, xcoord, ycoord
5886,561748.189620391,144614.500438151
5888,558502.617244198,148878.135715792
5889,556259.874947572,144995.64644831
5890,554630.792585382,146047.033896658
5891,563502.911011019,141882.762181801
5901,549579.648401551,183163.815182294
5902,537851.339206868,176624.62765398
5903,544655.391931593,175296.868332292
5904,535851.305404686,181102.49890022
5905,533067.74484553,181766.458834306
5906,546938.505698263,175393.96449758
5907,549767.612883705,181202.903850522
5908,548967.777767049,179635.900504128
5909,542806.452700907,182290.995080897
5910,543788.374406128,178665.145448191
5911,542943.378430487,180237.308227411
5912,547974.82536981,177634.894032714
5913,545071.347292217,178109.997630443
5914,536119.281239497,177409.948185951
5915,534361.110390481,175773.959316029
5916,534782.559683754,182869.200572676
5917,543474.706760463,176780.868584649
5918,538872.055948804,178235.057369297
5919,533258.920450599,179087.318572568
5920,545917.853182615,178256.57799776
5921,547226.110481037,179334.866968275
5922,536713.859957914,182475.548036594
5923,543145.385704213,174060.403644685
5924,534707.043749036,184919.388709211
5925,542233.292043559,175285.949285699
5926,541219.411437492,178859.690490589
5927,546068.565369452,176393.900148183
5928,548367.564138519,181830.138288775
5929,536273.295375715,174797.291938067
5930,534924.739669645,179353.97098639
5931,536455.044457109,180151.245931307
5932,541194.729772711,176215.216589677
5933,536264.111286768,183596.167231029
5934,539983.320689646,177420.947522809
5935,543526.868256984,181600.068641503
5936,534788.336187188,181939.213504459
5937,534007.341860036,186345.039796256
5938,538780.375055804,180652.533944924
5939,546356.276585215,182372.077068036
6001,638739.477548613,134630.254410908
6002,641638.646082755,126469.863876291
6004,634505.162626627,128776.40942702
6006,635451.422727445,134266.834948333
6007,641863.307260656,139733.670621982
6008,648272.503885173,126302.467372616
6009,646131.60434077,117033.418469547
6010,647769.408707688,130196.874612848
6011,651015.352739715,112604.462359893
6021,584517.685189756,119855.608173206
6022,581355.686965165,118207.823744118
6023,585824.879005688,124578.621003166
6024,590675.632908468,110120.812336386
6025,587025.110723724,119389.562396625
6031,590686.459374125,94705.8672244099
6032,582478.314919478,85338.2439404472
6033,580579.5162261,91840.3872213358
6034,573872.972512362,91244.1411255743
6035,577336.786127005,102027.862999473
6036,577950.045585433,104972.056068209
6051,655662.597444215,136897.331463729
6052,655203.347387968,143910.397235459
6054,661324.99190842,135515.737657775
6055,658520.149561706,143845.772399108
6056,656548.735034961,138566.108328805
6057,652203.490038602,140434.803941614
6058,648149.05406382,150047.787181614
6059,664384.072211267,150503.965638344
6060,659847.639586025,147554.341638243
6061,651176.52467837,138795.43112981
6062,659487.36545127,139768.650489114
6063,664172.306938986,148993.683087772
6064,658443.034568438,142063.497566071
6065,667403.91498222,153300.516971652
6066,673225.050700189,156702.760001157
6067,663268.366747079,145020.094992857
6070,657830.149364292,141073.659788338
6071,669096.4337823,148165.725083176
6073,658908.565251919,146165.201855882
6081,594578.967108982,116261.172507369
6082,597814.853043805,130716.420966342
6083,605482.993016594,99814.7020816178
6084,596683.806175619,104131.592646191
6085,601697.259239104,115997.628303542
6086,603170.807738375,117258.810382478
6087,601675.879116304,111910.313332671
6088,599776.814903987,117676.545714264
6089,596339.003180304,116154.65854144
6101,617316.481656457,124423.330630313
6102,615859.738588497,133643.665610701
6103,620884.065800865,131008.913881579
6104,622316.178476532,122162.350679508
6105,619622.444605159,132856.616658329
6107,622748.468075005,132106.829304221
6109,612251.462496451,134350.538300581
6110,614983.669616681,126955.55948231
6111,614537.218937158,138989.967636946
6112,619929.230624785,115866.104199769
6113,610484.704984862,129120.154052946
6114,621041.409325707,127850.273259546
6115,619580.665450694,126419.191553148
6116,611871.859500675,131799.829991779
6117,618315.102907325,133099.262270606
6131,572390.785288707,101387.132990261
6132,576676.62171447,107806.392219067
6133,574755.149944858,111834.841122631
6134,586800.071999782,110741.960623135
6135,578176.199663832,116563.325744522
6136,572349.248345038,106251.884445916
6137,568659.867040141,102174.692622363
6139,584501.951413511,110190.038664361
6140,578384.232807987,114041.487434185
6141,580350.982064029,109446.526977255
6142,565962.742650309,97785.84240266
6151,554214.973170625,112096.554516634
6152,559330.624704029,125542.099123817
6153,559628.754665111,121121.443949373
6154,555340.238111022,135305.568140511
6155,551540.030198226,135458.064967827
6156,557314.727975085,120303.401787197
6157,557570.186203573,115729.48501426
6158,556293.577018355,128636.598295705
6159,554622.086226143,131788.137151155
6171,647552.548822198,141832.791716865
6172,649259.265299537,133344.280834114
6173,643843.290374351,133393.384314487
6174,647810.385585648,133028.729378243
6175,646896.199163872,136584.459180072
6176,646321.083977982,136407.221882515
6177,653765.306512021,132337.026983913
6178,650303.758721907,138412.472359013
6179,646376.66093289,133934.6115819
6180,645367.593495955,136636.035808609
6191,631961.499414659,130710.695017588
6192,632738.857480884,143798.786524248
6193,629250.125881783,124327.436822402
6194,624894.238520398,125666.118093454
6195,622750.745606402,137439.161438342
6196,625318.73645115,131057.475531552
6197,625344.553128438,138379.510995544
6198,627184.691860101,131714.909249122
6199,629914.360855905,132475.433260341
6200,625047.022532828,132221.023332902
6201,626131.380196624,122529.369247107
6202,626791.060522986,139641.819158322
6211,570447.782473485,114392.937839458
6212,570876.101522675,111204.162679234
6213,562110.655135226,110862.862130039
6214,560780.239471604,102124.353731366
6215,564814.823934571,120445.214795041
6216,564659.265758692,114659.884847565
6217,566967.070831652,116414.94269942
6218,562987.986926992,106640.05986835
6219,568575.132795574,109693.189732301
6220,563704.584170894,116728.569139631
6231,615581.926310219,107100.039309145
6232,607056.56101721,121817.861311991
6233,611865.391112423,122565.733678192
6234,602904.951262424,126362.469417331
6235,608037.57995746,125038.229209129
6237,609742.167210759,109413.46797429
6238,603586.077320345,120356.774187197
6239,601323.324821779,132160.616659214
6240,601497.989704226,127045.188231233
6241,608455.226385028,129237.269671984
6242,607629.624168565,133214.997675195
6243,603836.986835449,127417.176304526
6244,604596.891143754,130731.857776884
6245,609350.994971026,117502.686880752
6246,599108.95988235,122780.233992819
6247,614059.167048491,119011.101300625
6248,605950.02302227,125213.236248974
6249,606792.053289321,128292.273031459
6250,608001.42702008,128034.960931922
6251,611108.39427034,118979.806330941
6261,594965.659689434,127693.783269043
6263,595549.72787189,122717.740227066
6264,593444.218524611,117344.155289725
6265,590203.056861891,128664.089416761
6266,594396.653806529,119888.376523151
6267,592235.201028057,116201.580262349
6281,632417.823780443,128451.512237184
6282,636212.285512789,114289.97982206
6283,627595.457666521,118428.160803459
6285,631670.277396173,116218.384325402
6286,635398.842021367,127757.148476977
6287,626343.389617531,105118.602170636
6288,640880.774891857,100416.184817665
6289,638366.597211501,111320.024797855
6290,635626.423519407,104282.990316174
6291,641282.643429162,109460.98328408
6292,627951.103633506,111825.864046578
6293,633826.284172033,120309.427177543
6294,636386.040675363,118559.984951547
6295,628832.587769912,100347.620719426
6296,630647.929649027,121250.298875152
6297,634112.863118361,126754.830432941
6298,638684.706921068,121410.613067942
6299,632559.562653046,124789.472752924
6300,624335.459644092,93176.9579027647
6401,557393.19457019,203092.547331483
6402,551675.52626104,197984.068450795
6403,554228.420810134,202150.092706962
6404,551974.294795341,200415.643566972
6405,548486.34412716,201379.711087563
6406,555862.123040792,202218.752382993
6407,556546.607412494,204407.896470006
6408,555020.521198148,199385.533909422
6409,547354.432661674,193289.941989284
6410,548704.120723295,197232.734398094
6411,546353.211825708,195589.025895332
6412,558226.413987943,205090.78271649
6413,551704.627018802,204135.149670431
6414,547867.391797631,195340.327132461
6415,547254.216674828,191882.757778363
6421,554064.621011478,217862.903863348
6422,549352.114778742,217683.497415281
6423,551618.368224144,210894.064198108
6431,545780.657187869,213997.404721472
6432,534868.009378457,202259.233934723
6433,547853.31608473,203982.247586936
6434,541504.501902641,207487.692538571
6435,543477.339863835,206146.901116271
6436,547539.688747092,211581.144114118
6437,545840.169109277,205329.625164574
6451,567990.197046327,209202.013812347
6452,568696.615305385,211228.094867668
6453,567580.166109857,213541.771450372
6454,564336.329254448,207460.529830404
6455,571043.485722476,212665.481687959
6456,570538.296869582,215650.068241019
6457,567540.529750707,206615.909541056
6458,561932.760985926,206602.382100798
6459,565820.890203128,208744.697375118
6460,568441.048555547,207833.806147493
6471,556599.343460853,209108.912214707
6472,559139.696826138,214047.934148084
6473,561104.308877997,214564.062624317
6474,555367.540578259,206674.965370784
6475,563152.616374705,214946.847151141
6476,560879.550104428,210452.74780254
6477,561413.537395128,208748.145216771
6478,557847.306474915,212160.570749892
6479,557775.828296446,212516.517898142
6480,554271.314732427,207780.074560521
6481,555734.482315093,211244.539817979
6482,553747.587328736,205842.025605827
6483,566039.749846767,217447.405426396
6484,563648.180767217,211108.789561138
6485,559008.570311084,207111.386098156
6486,566286.969081588,215473.310371672
6501,529543.001260535,198119.838867165
6502,535312.536112584,198059.300325024
6503,531130.666562197,192889.277164061
6504,527482.454452389,190660.752884241
6505,538466.35723119,198421.224346491
6506,535322.748368595,194140.514317495
6507,537704.347974661,195103.012755951
6508,545362.586779803,200463.494053697
6509,532702.443062797,197073.883483088
6510,542085.605272387,200008.060437128
6511,526609.781539492,196446.77923702
6601,492196.924578547,116379.466395378
6602,507080.969778596,125523.882739788
6603,488774.758997901,113910.532113614
6604,489537.25909259,111903.697824759
6605,497991.495531828,111695.480271632
6606,499610.867488877,123707.923036157
6607,494191.603977628,115033.256114366
6608,499754.952970007,115298.34174479
6609,491271.154052724,114826.55839947
6610,503921.87975351,134152.69618438
6611,487219.745305561,111732.403454623
6612,502967.510223497,116567.854265355
6613,504156.742419208,116973.099147525
6614,506277.449349757,120150.914660674
6615,498523.72722718,126200.44848788
6616,504995.727781532,122838.191800924
6617,503300.122256351,119238.599406525
6618,495777.707745785,114541.041904556
6619,506684.37451924,124132.700751761
6620,488110.051420891,117372.275807957
6622,500966.78194099,124701.396343399
6623,498222.270527836,121338.460411436
6624,509887.53236145,122925.736556871
6625,508000.527480847,127604.989424111
6626,510559.843247396,121293.507288379
6627,491498.488664649,112909.544699073
6628,498159.86493569,115683.230153114
6629,507174.449861106,121998.342797941
6630,495123.353335121,120997.979134392
6631,496684.323965478,115704.420954786
6632,495658.93504053,112745.06106296
6633,498077.709819551,113353.746374513
6634,499956.932817803,121732.864790814
6635,509067.992142358,119191.550268782
6636,506894.206446909,118426.884387699
6637,490022.008642509,116823.987144678
6638,491824.341183338,119036.706121864
6639,492508.051150227,111691.145655063
6640,504740.030690203,116820.243443137
6641,500541.483623148,112745.037480629
6642,504708.424324035,119366.710891046
6643,496280.598175566,118588.788020263
6644,500361.177888787,127492.346139727
6645,501784.318680738,114147.716317277
6701,585047.586124517,242716.947802564
6702,583702.744192543,245652.757262163
6703,586158.796718113,249163.517528063
6704,592911.402235766,241243.547441873
6705,602688.773141091,244707.395982855
6706,601014.15607677,244235.377473344
6707,587990.878447048,242129.594041973
6708,595135.535581169,242647.491392894
6709,596554.106694597,246485.906885796
6710,590854.560478325,242244.255159227
6711,592014.225746448,247139.974979807
6712,588128.718837339,245997.489463469
6713,592124.664259867,252393.489271574
6714,580785.287780263,241814.856884103
6715,605846.758256445,243265.400581988
6716,591601.241722293,249619.696546327
6717,605535.680443508,245485.588363712
6718,591683.164907418,250923.331902505
6719,588368.792684425,251865.306386073
6720,598449.312634283,241058.463591644
6721,592871.639820669,243681.277310113
6722,578983.717426622,239116.206378263
6723,588541.525382522,238780.694510419
6724,595419.77355868,249929.20811828
6725,583656.036568584,238899.701471503
6726,603497.250896312,240928.32157021
6727,599122.469828326,244449.09503624
6728,594464.946980806,240516.093800577
6741,569333.12727883,234748.8423883
6742,559043.05608875,225535.30647288
6743,566959.022937262,228340.833069997
6744,568950.262138904,230273.308965723
6745,569219.617784081,237916.245427778
6746,575815.301257036,243002.988722529
6747,572700.73457288,241796.145470789
6748,575419.598194959,233755.59458287
6749,563729.143856511,235283.218914619
6750,576940.750577252,236519.065434862
6751,572231.546750074,235842.433077388
6752,573254.702584341,239348.28944626
6753,565747.600312519,230298.451082165
6754,562540.928147362,229312.163792925
6755,564279.823577273,227399.827974309
6756,565792.710510364,236358.317924683
6757,568298.172120763,232857.043191039
6758,575808.813054568,239817.107514609
6759,569897.883402705,239994.231823675
6771,576429.624490235,253115.84905254
6772,582366.139969094,248953.112434855
6773,576954.623058257,260229.145321932
6774,567514.0727401,259780.533236586
6775,578756.140850643,258383.822466564
6776,569825.728577101,248226.073652998
6777,568902.287887368,258367.030570861
6778,566681.719500868,254270.643133131
6779,583190.983471893,252925.225614246
6780,566344.915102609,249063.335428965
6781,574111.454658504,255787.226155161
6782,579202.570352772,250475.635655967
6783,570407.029615507,254234.239337169
6784,576082.223630796,249173.512787375
6785,569012.321289844,251422.595981171
6786,570462.126672816,256399.384803387
6787,574569.47561342,258123.944956465
6788,558984.842437259,246504.971823348
6789,563634.672546856,252240.564481869
6790,572678.125474769,248606.486001353
6791,581411.550560007,251139.362514988
6792,561868.276242353,249134.505612918
6793,574025.993016256,259464.171891213
6794,579832.145924996,253402.987039905
6795,577970.784130409,244525.025102392
6796,571350.108470505,259250.744651529
6797,580013.468080678,245525.629356809
6798,572167.987155668,244962.541075132
6799,583524.591461801,251313.693799741
6800,572258.681448922,252341.838016592
6801,561133.42689091,246587.708633208
6802,563397.425058893,246163.922933211
6803,563873.834269973,248518.853486249
6804,578500.054898226,245478.055733716
6805,575177.509063493,245898.396232895
6806,578119.21468161,255722.494866806
23001,696755.908759107,260133.501692275
23002,699950.037289464,263528.272476575
23003,700677.022000535,259372.755201894
23004,694122.208395324,262709.416615458
26101,683319.48061269,247452.72302488
26102,681903.598802666,243949.561858404
26103,680683.587108028,245974.770507498
26104,681613.347830596,248216.494823674
26105,681636.609492341,249131.570672036
26106,683613.401518232,249702.15485146
26107,686364.011045688,247196.638026596
26108,684963.937278118,245545.554115016
26109,678738.637873523,248425.345236386
26110,680307.845274071,251082.738850307
26111,682178.767359843,252677.503066042
26112,685752.413207821,250849.653716858
35101,600673.590198766,199685.75724466
35102,598850.992435744,201391.01455872
35103,598527.648069317,198621.778656096
35104,602335.566626932,199543.992326358
35105,601258.880345634,201168.130133435
35106,593632.385172459,198690.94231619
37101,584759.65147985,221822.329863437
37102,585272.057756816,220586.973883304
37103,587706.046688313,223334.562863051
37104,588349.405873213,222121.114045341
37105,586371.763837352,220193.031440416
94201,616283.759141694,178701.894109899
94202,612955.658119635,178235.758418833
94203,613300.173644514,175758.011346397
106101,668438.192663797,212149.806923822
106102,665501.928739946,212318.310852084
106103,665930.638328599,211413.691726866
106104,668163.30430928,209100.905483137
270101,611112.720233419,267343.703349116
270102,612859.571384081,266246.534576656
270103,611658.793988157,264956.434462685
270104,609840.906489305,266614.244703592
270105,609899.715327475,268602.301423796
270106,612044.213661562,268169.463024572
270107,613398.018605155,268707.175660191
270108,611677.859546786,269925.47358922
320301,742730.681858637,252836.151900234
320302,746768.239719057,253798.801381246
320303,748487.54972176,255571.996575444
558601,538183.596816881,152437.417599728
558602,537040.57514477,153925.149796167
558603,536666.440639707,151925.582511344
558604,539611.021976552,152853.801561692
558605,539217.443400574,154173.089623905
558606,540969.547627314,158119.790649702
662101,500392.29951778,117440.800610071
662102,499954.090055954,118456.678756964
662103,500743.709048688,116151.538716104
662104,498983.969277435,117057.038537688
662105,501726.703299453,117360.339796077
662106,499422.90590698,119723.350961583
662107,498397.901498994,118258.419911517
