# zone, xcoord, ycoord
2099,557067.74410077,167866.222287495
2100,559852.480132354,165112.495937813
2101,564033.605147636,179711.467404609
2102,553842.34463595,164855.110001818
2103,555002.322050331,163763.11655914
2105,559753.256694372,167774.281812757
2107,566532.708005266,171676.116797927
2108,562161.78745896,168122.373961868
2109,563885.171405005,176748.693117748
2110,567882.995659372,171096.90987946
2111,563452.47525423,174480.261763695
2112,553566.325165806,166770.935400135
2113,561245.816101789,166720.096898498
2121,568537.055035865,150586.347283384
2122,572547.874961889,170731.715113619
2123,575117.227589973,163087.503583494
2124,575531.28743771,161054.245150319
2125,569375.318844624,162673.735490224
2126,581878.57885573,168302.37517062
2127,582063.203864775,161199.376952772
2128,576193.209812619,163015.966464718
2129,575589.812648123,167219.09372589
2130,577227.659381522,163513.44252627
2131,572333.462095116,166132.014449482
2132,571490.850988768,156754.346485644
2133,576366.823417687,156988.93129678
2134,574741.097828478,153033.616154629
2135,570347.183761428,158179.643747471
2136,571828.040511786,169767.427697241
2137,576697.042636788,168646.81375695
2138,586788.637973726,161642.031297835
2139,572138.518615579,150225.516539057
2140,569412.570869463,167337.774521533
2141,566167.207618847,165848.308798217
2142,566989.353335676,146758.354550601
2143,573099.96193372,163709.013450402
2144,568669.999047019,153167.422557751
2145,570281.047389507,160107.844961758
2146,572602.09896899,171975.535353497
2147,575145.014958179,172545.695720012
2148,569666.078282788,165747.935230911
2149,578748.592615969,171305.854718822
2150,564603.61545804,166922.95676853
2151,562910.263345884,166267.459534378
2152,563582.638461345,164035.338306905
2153,569777.824015961,168978.55256551
2154,570531.636843886,161030.511979214
2155,565353.498633537,162713.839315846
2156,575341.554010292,164428.46136964
2158,570787.207739117,154844.201737611
2159,575607.221904308,165855.822821544
2160,566754.901605647,161995.045797028
2161,572460.873374195,167896.001097753
2171,575748.985377199,177856.878656592
2172,572321.659920856,185073.105209185
2173,568570.723556831,176600.388174585
2174,571546.770155509,182007.332029049
2175,573779.874496297,186462.894651263
2176,582141.770591166,175498.607756058
2177,566221.142936263,176986.994501686
2179,572389.737496012,183925.809274428
2180,575395.24390753,187837.702112404
2181,569908.200227788,181801.411065557
2182,577062.480228524,187244.497772904
2183,573864.28479104,183500.651512193
2184,573602.589858587,176847.757118507
2185,565664.289780899,180176.341788686
2186,569252.567290488,178080.137667109
2188,572488.94018816,178323.691701776
2189,577856.456871402,178477.358347445
2190,578896.086046378,176135.377968454
2191,568327.854974116,174868.079207308
2192,571535.738401489,175232.438300101
2194,578992.98462271,177405.926844269
2196,578708.184301859,183703.180640417
2197,576102.949232248,184665.141242718
2198,577848.706101597,185874.598511897
2200,571561.14031197,187129.846328154
2202,566608.344780926,178889.961994742
2203,575076.762327169,186868.475081194
2204,568141.014764447,180391.671375402
2206,577900.062937409,180574.310564287
2208,573445.634966499,181472.255630524
2210,580282.139105468,174500.255370223
2211,571451.935394896,179711.480504569
2213,569304.199911338,183529.963516134
2214,581281.870536773,175061.095083554
2215,569436.58447359,180180.652451773
2216,580302.537532371,181142.343072997
2217,570132.206358092,185167.44759934
2219,574736.278872868,180097.695331856
2220,580309.007954255,177761.594672401
2221,567616.680379282,181718.769970471
2222,574099.732759343,174749.405575044
2223,569337.87594876,173654.166174919
2225,577416.279676334,176797.920979627
2226,577465.560692756,174817.669934512
2227,568874.585310103,171876.772463849
2228,576066.647035697,182622.555637129
2229,567631.596626785,173498.500810084
2230,579897.021654751,179005.140924665
2231,570743.055171919,172625.026213691
2232,580751.809459496,174661.257617173
2241,581927.077764933,200405.86747727
2243,578209.670911241,189884.452513706
2244,580212.441302822,199351.541945239
2247,578090.594759729,191378.66827949
2250,574574.460803522,194947.243888739
2251,575010.846317941,193423.329925867
2253,576585.678736777,191155.816290867
2254,576024.850025428,190088.448811956
2257,577083.804696092,194139.684079155
2258,582471.342400193,205233.102044549
2259,577761.527797734,200883.881791007
2260,581724.994037341,199156.233874548
2261,573580.892037521,195957.415839701
2262,579783.107990035,193239.56605305
2263,577222.636438896,192668.9206628
2264,579399.784424729,194874.79494888
2265,581747.23443895,203375.979214447
2266,581999.794086564,193564.93598761
2269,580852.619865261,195892.816740682
2270,579710.321498233,197521.979884842
2271,574730.194915279,196966.617470346
2272,573029.401168173,189735.444335013
2274,576919.301084255,199096.366842939
2275,577493.167734535,198372.573501339
2276,580039.584898856,201617.252225383
2277,578185.770421955,195930.75088452
2278,581722.370478525,197674.527500678
2279,572660.961791995,192421.208783356
2280,575097.808562297,202088.442677454
2281,572118.073449007,200993.738700177
2282,583785.795558195,197879.516618602
2283,575053.138856879,191749.268382253
2291,586643.038414947,182389.531474986
2292,587604.401265745,178474.464077222
2293,581116.66632027,188206.579141733
2294,583612.109551451,178223.447856163
2295,584539.169220355,192562.801995156
2296,589606.583505683,187245.427266625
2298,587094.468372902,176210.65268787
2299,590582.423661849,170654.531060636
2300,585095.247842379,173341.238862358
2301,585278.683232514,179148.133938941
2302,588083.475517681,185283.765527808
2303,583336.532291717,176354.451806545
2304,583638.135418928,181761.854749493
2305,585330.195041036,188617.066532569
2306,583393.374665915,185038.401104845
2307,581772.87653655,179634.079492272
2308,591443.168669436,190932.562840481
2309,588331.626110127,191774.752314963
2310,588928.120425827,178394.746674143
2321,555395.410415918,151355.471628242
2322,556306.071053751,159766.158190202
2323,554693.639531805,153237.995210337
2324,557793.786160648,162766.042846614
2325,562269.859866231,152788.41182518
2326,560189.832557908,161884.51129865
2327,558074.059671915,159928.959762774
2328,553033.813531818,152881.530831101
2329,560576.35862474,160553.774887199
2330,555059.698015763,160164.289235765
2331,556496.144529292,161313.252568925
2332,560286.175646756,159675.325858017
2333,557350.141202366,154124.579580653
2335,557332.116012176,158260.746474066
2336,562978.521278924,157734.953288252
2401,627043.808789028,241736.276595335
2402,628950.049436074,239367.841682448
2403,623809.770253487,236206.525209598
2404,627398.399839152,238545.56847649
2405,625686.380515356,237583.211281597
2406,624291.828522104,240195.081567364
2407,621486.02448019,237489.174258631
2408,627211.504288476,235533.47246187
2421,611655.246488284,240148.259867424
2422,619787.951173583,240429.745478972
2423,602145.058859383,234563.750336426
2424,609885.909408596,238069.784512252
2425,623651.244517631,242509.698707309
2426,616394.588595113,240394.638337864
2427,614247.555917347,239341.215226824
2428,618003.963032151,244294.433545125
2429,606199.538494142,236130.903811649
2441,601941.731121936,219171.196364035
2442,604672.381149855,219750.777174083
2443,599700.787617966,217056.110338863
2444,601159.18553772,221880.588750663
2445,598520.293744559,217862.102881441
2446,604309.844724628,221434.200819478
2447,602116.163356588,215014.098005534
2449,599683.993364286,220635.608121302
2450,601601.423073655,220900.133045135
2452,605638.752802719,222291.708456576
2453,605700.42718983,221263.585725125
2454,604775.477578502,226716.0760596
2455,604887.030389884,223541.126595943
2456,600285.281079498,218909.003099038
2457,600891.24394137,215500.292833915
2458,602790.572749299,220238.268211585
2459,603827.078793727,225740.441942407
2460,601758.572855453,218043.85846954
2461,596402.94124164,217531.165694974
2462,603273.562709566,221942.076662503
2463,603201.811229012,218662.874669815
2471,605378.455435037,260100.447864614
2472,617695.395459891,255250.075486229
2473,613995.13853316,258440.168597942
2474,616615.898153963,258648.17828284
2475,615156.162371441,255983.797874956
2476,605249.905436035,257934.111970884
2477,602445.641466043,257233.147536727
2478,618851.157821901,257835.680678438
2479,600580.459296767,259311.982898632
2480,615592.689148972,252765.540993834
2481,606586.101456968,259642.789502249
2491,631521.599323791,246777.626673441
2492,639872.015707888,254528.084777574
2493,637460.483699832,248750.360864971
2494,642411.774492123,249296.577325598
2495,641186.081718709,247105.78929691
2496,641058.345764833,251301.114941654
2497,638934.312752891,246052.684464041
2498,638811.082650719,251323.789262916
2499,640077.06256916,249484.957218218
2500,634056.102678328,246641.460297781
2501,636714.615719852,246670.137418252
2502,634071.875995724,249418.397343731
2511,616915.218611934,224964.040658533
2513,608279.035461904,226015.571273612
2514,616921.556669608,226926.06059281
2516,613792.033446196,229685.175217368
2517,611460.260829276,226775.049270016
2518,615701.218294998,226350.14514841
2519,610110.690310573,224407.191805768
2520,613136.428937827,224148.996930306
2521,615103.052304603,223026.622373147
2522,614892.776364316,223941.816797469
2523,614172.42062043,225504.336886811
2524,614939.084967492,225844.790868467
2525,611851.591023188,224888.798701409
2526,606762.965878024,224715.811974754
2527,611220.54072495,229460.643724674
2528,611026.349516359,223421.053080857
2529,613134.755063679,225322.209168354
2530,612354.088004601,223221.727872257
2531,618789.24679796,223159.447336452
2532,614034.270502907,227700.807101137
2534,609464.249122953,228319.943428795
2541,608063.02598304,234479.756719179
2542,604325.996061325,228839.378825522
2543,598505.653841383,228623.056783494
2544,608604.336411904,230453.44249217
2545,612388.121194503,231489.647256918
2546,596133.450663542,227364.866185918
2547,610269.366056799,234682.371545929
2548,611361.398425935,232686.957031542
2549,611632.155328148,233983.247328208
2550,605821.350041398,230084.454384333
2551,602220.165407894,230829.311938331
2552,609870.38651945,232910.62698004
2553,604131.301163426,232134.907908618
2554,609954.553085341,231229.243907581
2555,607177.450624225,232189.058928932
2556,600741.505577382,229591.331265268
2571,631433.721172157,239262.108989679
2572,640564.107876763,244402.651736064
2573,638357.840203609,243893.194688902
2574,644248.7971737,247849.319913579
2575,629817.414929845,236727.141341228
2576,642195.594940929,244775.147531618
2578,629993.770471073,240288.476895451
2579,629163.109502992,243905.899302281
2580,631672.956049723,241224.20510566
2581,634877.492216241,243881.988927853
2582,631482.322072193,243608.552243165
2583,643116.547852014,247081.658996213
2584,636913.496394494,243690.588885427
2585,639960.453748918,242144.299910216
2586,632720.861661607,243561.423942583
2601,606925.96728213,228603.909557737
2611,602041.393929967,248245.89497817
2612,611594.01120258,245057.254110004
2613,608944.999509349,250636.496566621
2614,608007.647534518,248773.664007798
2615,608028.53065415,246785.975185737
2616,610675.224628378,249597.745981799
2617,605186.542575497,247656.963069342
2618,611466.345481958,252676.10908894
2619,598429.568119234,252863.215618967
2620,611348.129168715,247620.033006796
2621,613418.881983977,249692.249518842
2622,612451.771914945,248585.295912044
2702,617575.958121524,268877.648802392
2703,615990.430234211,269881.976877084
2761,611062.209535516,258140.779275493
2762,607443.290913722,266040.665141754
2763,614294.133996823,260540.317488344
2764,606195.37738637,261886.937580016
2765,609729.946677036,265109.156404735
2766,614384.261605226,267000.152311483
2767,610385.604293083,263485.850922516
2768,608087.545421558,258194.374442935
2769,613464.556759411,263105.084131556
2770,615849.107070458,263810.233079043
2771,608446.879044771,262908.309436167
2772,610680.126678208,256282.574557395
2773,611498.393263066,260750.90028915
2774,605080.361752007,264939.020021561
2775,609077.230960414,260756.0174969
2781,606392.635620405,255774.555574456
2782,608312.38995253,252687.242593005
2783,599863.050823803,255724.638718414
2784,604083.916978581,254520.29068279
2785,612891.583651085,255621.157345962
2786,611165.770156951,254252.529665045
2787,603888.82986361,251036.316581514
2788,598877.390082815,249952.410657658
2789,609226.618326217,255397.484197562
2790,593813.959874007,253001.290573312
2791,601986.299022701,253565.215237643
2792,605497.792870373,249683.523239683
2793,606731.450252441,253907.806785881
2821,624731.064991736,262138.620409643
2822,620980.017215551,264632.49463201
2823,622504.61370577,255044.624995398
2824,619471.063437092,261168.437994707
2825,622101.467633772,262285.598361264
2826,622570.846190299,263672.572811801
2827,625978.322062482,260223.71760693
2828,624647.908291832,257806.951672296
2829,621634.9311997,259445.074720874
2830,619420.070255755,255088.238772769
2831,619138.512899239,263113.782162761
2832,624858.309669239,255538.705451303
2833,620887.13406391,256838.370980983
2834,619922.808601968,253168.915884528
2841,637959.071961995,255920.344707372
2842,629837.9385447,257460.710386965
2843,630795.715841496,251321.358265638
2844,632199.217256886,261632.076317374
2845,630304.655628524,254984.503486933
2846,631662.064452253,256319.556661782
2847,632581.857504311,251465.047365199
2848,634108.225127154,260024.761245502
2849,626099.635020769,257172.812462788
2850,629715.674467766,251271.295759659
2851,634580.351178304,252864.946168551
2852,631491.349121512,249282.31671687
2853,630662.892082522,263581.481012778
2854,627118.063033625,260140.567793223
2855,637619.599247787,253389.67667563
2856,633152.161914948,258122.625116244
2857,630937.125283202,259390.220712179
2858,636119.007399959,257839.697971777
2859,631545.490670775,253008.181578341
2860,633331.031196096,253555.340230079
2861,627822.912346794,257999.250416551
2862,634021.688354133,255055.757718301
2863,628379.992489847,253595.542145312
2864,629428.117599269,255880.521581414
2865,635552.690879916,254816.289115007
2866,629274.902926094,260662.870781097
2867,630227.761603617,253321.39212462
2868,635751.648029075,251364.759391488
2869,627147.759986014,254983.29004567
2881,621114.95925541,251592.952972621
2882,625938.995251668,249552.283317684
2883,615966.32818135,249493.480519354
2884,628025.582628334,250997.225678676
2885,628591.245662392,247719.302297495
2886,625378.388145984,252841.177392252
2887,623788.781572704,252927.431232912
2888,625107.507200911,245282.524255607
2889,617303.076523865,247715.731030041
2890,621244.145302987,248659.544605752
2891,623348.490260532,251165.97070164
2892,623640.942318091,249207.264376241
2893,618982.726841641,249459.750744246
2894,620849.448263572,250162.83107589
2895,622719.182733763,247351.606158843
2901,679582.422473158,285715.976729424
2902,684012.554421442,281764.242456379
2903,683163.834216879,284228.900855322
2904,680592.720063876,281818.814712223
2905,679512.811028758,279123.507706386
2911,691287.232162697,293709.204855692
2912,695896.247149111,290730.21253942
2913,692990.868739656,291664.53385563
2914,690409.218311723,289868.756654251
2915,695940.736354425,285167.903347283
2916,692816.777909472,292959.970745486
2917,692358.04758032,290189.652560804
2918,691488.634717651,292041.309465682
2919,691474.612256682,288243.727556501
2920,695070.485434032,288829.576317506
2931,686416.376644288,294284.575124114
2932,685431.048330772,284373.353484857
2933,683925.680469409,269934.409524921
2934,685460.699689007,288076.562182466
2936,687052.975567229,290908.376470893
2937,687165.081111332,281600.049132189
2938,684960.464513866,271230.970661665
2939,690229.500775003,285699.551775012
2951,682883.583730077,291099.929296936
2952,679185.842108964,289212.185866755
2953,681529.051519811,286263.538320442
2961,700996.648904557,285893.797128725
2962,705289.116453262,282899.040612155
2963,703281.27817255,284707.271845649
2964,706591.957522848,280511.490435224
2971,675403.379117077,283798.687990318
2972,677650.021180497,285318.232080273
2973,674173.651690918,280372.189515994
2974,677573.897887349,279886.121179915
3001,738591.38268144,249625.979578007
3002,742064.132200615,242650.744202041
3003,735561.543246081,242645.52174852
3004,735698.624788562,246100.012793697
3005,743702.145514051,249051.301715997
3006,738302.143739453,240026.159024555
3007,739449.537504734,246776.968057576
3021,750113.489141238,249669.712499693
3022,753510.961237142,248482.154389917
3023,751307.903809008,253277.883555385
3024,747209.01175525,251026.233607694
3025,753869.011983614,251975.495470764
3031,755727.053633299,256403.927884915
3032,758004.375275906,256605.18575067
3033,760016.988878566,258891.993463413
3034,754134.606555702,255014.301437651
3035,760381.952569148,253671.44836032
3036,755874.961328086,253567.314001047
3037,762809.332306438,256982.386661785
3038,760023.139737515,257596.794499165
3101,749183.453773056,244742.786036845
3102,744381.176880052,242676.274097022
3103,752543.156958809,241142.236315472
3104,746885.231089678,247589.063132656
3105,747851.021732312,238486.16517992
3111,759878.747346058,253947.525753467
3201,743340.187104138,262145.820706705
3202,741429.472958128,264586.793003263
3204,746321.709490134,259129.536781323
3211,748067.253491565,261177.389806762
3212,754124.442659121,257114.881096446
3213,752960.776867167,260073.919700778
3214,749831.055441145,259319.76936829
3215,754992.762854902,260345.818755058
3216,755728.533650493,259359.880165102
3217,750436.623188063,262307.830134691
3218,751882.262492488,261071.338851705
3219,752030.728781947,257846.608881531
3231,765842.167368622,255154.530484118
3232,763740.833801074,252270.565071982
3233,764008.897283001,254918.801816815
3234,766733.296410857,250475.24552361
3235,761675.289345627,259903.708703998
3236,764936.917933143,258130.9877791
3237,759646.364463735,260787.174208991
3238,766079.567620906,252768.634151863
3251,758408.823329156,246645.38728292
3252,757279.32398473,246187.249427531
3253,761610.341354744,250598.346735887
3254,760584.874431199,244845.76164985
3255,762389.956523182,251416.812736788
3256,758447.864843693,240346.964858185
3271,753532.756489504,225426.879454106
3272,750854.751862313,230872.802515101
3273,748272.202826784,225996.92613559
3274,754295.236545313,234557.544406275
3275,753230.625030618,221827.248344214
3276,753096.015073453,217734.609026946
3291,754742.442030582,207089.825045326
3292,741172.489269651,213751.988357796
3293,744401.355783329,207268.307015862
3294,749869.913599064,199870.619910578
3295,735334.22080546,216350.808033445
3296,752715.259629231,213573.462149096
3297,751056.401624241,208427.119330424
3298,743484.837198614,221167.027759736
3311,730993.752666894,224690.65171604
3312,717991.790869758,227996.253168569
3313,721998.265657946,230038.326874121
3314,724167.976789808,231826.41895397
3315,723422.852545987,225918.975553157
3316,725495.957115204,222619.842914694
3331,719243.626378119,234541.212856046
3332,712077.46397819,233744.066935806
3333,715924.320144806,238271.024586333
3334,721487.260564707,233550.354618423
3335,707576.296587575,232330.60601875
3336,704921.788812833,231682.730118646
3337,718157.614876623,236461.611680616
3338,714244.779028148,231654.375604201
3339,716832.472854513,231767.208858591
3351,739581.700332724,227583.55635091
3352,728079.371994418,234034.013158809
3354,736693.586048212,234649.537385316
3355,732108.103088374,230715.060526233
3356,735702.405926506,229412.673925235
3357,744984.983391453,231317.417642526
3371,728608.195117568,242359.594378247
3372,732178.885302147,239870.417260195
3373,721855.122334304,241892.016964627
3374,725316.700831805,242875.616983869
3375,726412.378641299,245166.278144434
3376,733130.536648951,243523.448600955
3377,724680.596609448,239065.46272404
3391,723176.523192391,245936.057308745
3392,719799.301360355,252035.881982012
3393,725765.294624806,250831.2203184
3394,718651.19445933,245547.327565305
3401,731974.402178173,249724.700725414
3402,732771.281555418,251989.996963922
3403,725129.050096219,248339.030281852
3405,724466.287214461,254369.736448088
3406,729944.362409146,246477.266438326
3407,728437.354100103,253696.134190258
3408,726593.117276828,256463.187747889
3421,721405.400691656,260198.122228335
3422,733936.21090987,258299.955563895
3423,730168.035458042,260057.396058473
3424,731431.191257346,256049.675643985
3425,721674.947865341,258082.585327873
3426,725401.731686154,259162.157025901
3441,738968.162349349,256051.890013571
3442,742818.093020178,255574.706899025
3443,736948.924768959,253827.87873034
3444,740559.377263333,258714.944628798
3501,761271.4155566,171787.982678008
3502,761491.804758207,168561.016723441
3503,757136.803216692,170944.425484557
3504,759324.563408955,169422.357641237
3505,766460.504130799,168281.220257652
3506,760733.965964053,177100.724465192
3511,768667.468636235,175645.657363363
3512,765549.806745637,172558.431098014
3513,763690.262285126,175094.553894854
3514,771216.473289452,174992.204977929
3515,766688.026958238,169610.052557809
3521,779856.16580494,166316.025730882
3522,772270.08309723,169019.476927807
3523,774419.570137038,176547.098184154
3531,770767.795633408,147579.689141064
3532,765857.751935004,165507.225253831
3533,769530.393146377,152205.715867591
3534,764313.096978393,152580.644817353
3536,761582.862441914,158938.190829755
3538,760420.507170946,164487.231769532
3539,765827.225970367,161189.581189884
3540,770658.965852966,155385.536453195
3541,770334.976848967,160285.217086976
3551,806647.068292063,126197.53691251
3561,801800.424776067,136835.489331282
3571,737804.364657264,181743.074309633
3572,735033.063303449,187767.177860931
3573,731559.024714419,180914.633434507
3574,733949.16015115,181446.309074629
3575,736465.530987723,189867.554428844
3576,733710.696413131,185958.578763897
3577,733846.455829869,179673.830468482
3578,738149.614124931,176122.042973663
3579,739230.745145899,178396.163076896
3580,731984.820885966,187888.570376533
3581,740221.47165741,184653.096934745
3582,736189.969884146,183512.749281748
3583,732824.670760625,185310.349687317
3584,736287.232045753,180032.792145947
3586,741749.547505531,181880.856153039
3587,745536.935334157,182422.891853617
3591,736381.521021257,172416.571229747
3592,734699.027023142,177439.325488001
3593,738379.453011092,173277.651699951
3594,730773.329344003,174609.728906409
3595,727398.586109328,169921.007853562
3596,732614.337053627,177421.203846317
3598,735274.081193492,168527.186521502
3599,732394.784794945,171411.124183649
3600,731003.394922249,179189.994252533
3601,734363.65010781,172062.793325293
3602,734269.325181881,174892.927076098
3603,729707.079621822,159440.285132235
3604,730235.178161011,172830.381177165
3605,731510.143556212,175903.071349764
3606,723897.83590611,164929.129784496
3611,726590.750852173,186535.947494705
3612,724940.389475085,175609.690390129
3613,727417.131117665,189264.845054199
3614,729920.190980744,184059.426770362
3615,730942.809364584,186318.385449429
3616,725092.298779241,185800.45645979
3631,756184.174176976,178856.206905661
3632,752948.498500151,184799.100986447
3633,753634.295312141,176466.044390188
3634,753744.750517559,179749.839962631
3635,753407.876672969,177517.961645578
3636,752889.899785504,178602.745442295
3637,751393.475965379,182654.342250753
3638,756248.547788667,176158.879190783
3639,754817.885099694,183359.071646867
3640,754986.800871331,173065.002711653
3641,756059.017638393,181054.514499969
3642,753220.26697648,181155.179404973
3651,742027.000715175,169054.160317211
3652,744589.570545038,179120.855150142
3661,751928.016000938,178145.474714897
3662,749439.991451433,173295.314065646
3663,751755.356414646,173710.31834394
3664,748869.215404239,175233.902319933
3665,749647.227373184,179240.507617028
3666,748961.298752418,176497.893118076
3667,751405.590664262,176460.150413378
3668,752536.395298752,172751.951389674
3669,747052.074123412,171292.960787656
3670,750175.078312974,172405.493682573
3681,760726.487323135,146086.625037973
3691,730180.910612729,152780.977686248
3692,741949.725924753,155496.296797028
3693,738050.793941277,155922.749228338
3694,744532.947998083,156623.192282173
3695,748117.0479903,158049.735168198
3701,751674.015829863,161312.303941776
3702,755048.849001715,157587.305966088
3703,746705.751109556,164531.737865487
3704,751166.421793331,164282.107888383
3705,751765.227803393,165442.445863085
3706,753596.438718039,152453.736714161
3707,751889.340157963,169269.405007132
3708,748649.606298001,167321.044329215
3709,752486.510731065,167354.681168988
3710,755356.687373295,163363.171494156
3711,753169.0039875,171137.608445456
3712,755526.086552589,167219.077109214
3721,747486.455425133,185599.584684725
3722,753822.695198933,187381.354690716
3723,749159.557119516,183524.63408359
3731,754308.909481183,191478.159556743
3732,740110.472935585,191391.418194068
3733,749499.583198117,192233.254469776
3734,744201.185715766,191881.457288478
3741,809755.102565413,183535.866789046
3742,806207.09671559,187834.502268428
3743,803755.969764898,184751.82330326
3744,797373.975333666,181009.21710769
3745,814577.19019984,180393.129632702
3746,805282.817691646,172419.738188433
3751,822952.313560754,194397.927246174
3752,822830.527055745,204282.64813023
3753,828099.181782869,199105.64825568
3761,812791.384318127,189857.178980912
3762,820664.843841357,180000.4634166
3763,821375.162529092,190095.240070529
3771,764822.553246695,131569.633062292
3773,759938.077603016,135543.749514015
3774,761232.359624828,139350.784070478
3775,773445.705424028,137406.09181171
3776,770287.435445125,135034.027864165
3781,781134.166958529,157358.599148535
3782,784585.826534914,153746.982291364
3783,793809.793230011,158088.087954348
3784,793546.42393999,146416.893601351
3785,791057.003585274,158537.763628808
3786,785770.832131627,148921.690586851
3787,782571.514999944,151546.77213241
3788,795447.855713592,166922.462105612
3789,779293.144142105,142132.726874777
3790,780299.92231041,148390.366144261
3791,794851.672612297,160020.708106175
3801,727493.738344121,130150.247825364
3803,730555.723144213,129260.771385327
3804,728318.134170441,126306.685340677
3805,730426.437087635,124665.14738957
3806,729615.439155516,132751.350249823
3808,729842.082722431,138810.950358624
3810,731732.988022574,127224.525964724
3811,730271.356294433,131219.850092602
3821,737588.001493599,129948.131074351
3822,735444.70643265,145574.432927468
3823,737562.322251213,134907.929634066
3831,736387.036831195,124688.481015775
3832,734442.572320216,121619.61772897
3833,734837.362930521,123588.392700354
3834,732146.877203985,118842.662051242
3835,727964.429724677,122775.88870657
3836,735912.703838422,126217.726780232
3841,822647.491278758,165610.64391883
3842,824947.680062302,168231.584113576
3843,823678.112131757,163766.828283676
3844,829588.294683467,162989.721601515
3845,818868.576754975,169636.245966707
3846,825158.748922965,167158.031842005
3851,783908.342374082,181285.533000226
3861,775338.15003526,195399.317690205
3862,769317.134836415,198230.206853525
3863,772417.028080255,197532.46081404
3871,791779.421778367,192370.705006867
3881,779080.302937408,195394.86541482
3882,779658.034317971,199944.06910633
3883,783841.07942942,198831.495837453
3891,776844.124876381,202122.435422359
3892,781557.368567299,202440.34234224
3893,783130.263773659,206041.477705512
3901,759455.610975888,191122.189270614
3911,760348.656917521,184155.859203118
3912,758641.100039129,186403.774501609
3913,762832.714277472,182178.272348259
3914,763565.391996248,187776.117713759
3915,765509.280100954,184706.80940492
3921,770195.064471041,181928.17852069
3922,764846.253251099,191529.951403213
3923,765911.989916436,190887.667826413
3924,776059.900480849,188382.577051593
3925,766650.425168695,190069.308385899
3926,762732.770743381,190384.19328787
3927,768482.477996605,187144.471790065
3928,767700.601636786,191096.141309806
3929,771505.128156859,189496.66744468
3930,769297.837561377,190958.748469773
3941,757174.569135921,194345.131408462
3942,763043.329115067,202913.536925871
3943,759099.106755375,202992.816987343
3944,764865.44054572,196621.942567971
3945,764316.938198652,195768.813080365
3946,758201.908730533,198703.633150514
3947,762337.919720458,200566.808279804
3951,759157.134479152,211979.865850525
3952,762383.853739264,208953.714972046
3953,761432.651293143,210637.926723154
3954,762905.411059472,206411.60441645
3961,767811.560504638,204031.497142429
3962,775494.173107852,207164.315872005
3971,771018.334743514,208685.695086039
3972,768848.838122442,210300.217803229
3973,765579.058646797,201400.778937218
3981,721766.249819444,182812.946257864
3982,707687.787591291,176861.568319895
3983,708484.544332885,164637.877616305
3984,719331.789195347,180541.292564021
3985,715119.486592096,174278.138167448
3986,699028.390868778,167395.672423795
3987,717910.970110041,177742.292335832
4001,646028.321346554,248838.819757871
4002,648627.790413595,252197.743760121
4003,649020.574010368,249416.151903591
4004,646621.345928778,255818.326370514
4005,642744.141876238,251741.998817338
4006,650478.879063656,244738.186268147
4007,647518.803427781,240934.850598691
4008,645685.638706044,252343.782106574
4009,647170.163404756,242640.67968305
4010,645531.094554934,244992.248904527
4011,648738.297030771,250725.232425065
4012,648726.003031075,247328.959886745
4013,645628.188747679,246564.992822481
4021,664163.745080961,257498.812599294
4022,668760.534175563,249370.981609483
4023,670948.022533538,249003.52802307
4024,661675.892823827,256318.337959106
4026,666699.384945246,259228.348668448
4027,664279.833277566,254425.532616853
4028,666333.947928913,261558.107954396
4029,660974.489116968,259175.007792727
4030,668328.765243821,253413.873282383
4031,666958.20579883,248727.133040119
4032,660006.308066798,251567.268715673
4033,663048.039185158,252590.716832111
4034,666865.146461523,255188.277032002
4035,665099.415877351,252501.639952687
4036,668100.547862824,260245.518339208
4037,666541.603232133,253075.706406847
4038,664334.908498194,260805.805988832
4039,667422.730809997,251216.326589042
4040,670085.509294745,252313.357462376
4041,665407.842275142,250408.915506798
4042,661825.963935659,259994.304300258
4043,668839.92651756,261450.615869746
4044,661615.254697005,262095.612790719
4045,668048.850842884,257726.186489778
4046,661518.831416646,252090.31775032
4047,661039.869564224,264912.885607721
4048,669769.852377449,255576.061032324
4061,674369.23222508,241144.30483689
4062,671407.296443174,245208.085339806
4063,667336.211450162,245117.476330229
4064,662716.558516723,242258.227909401
4065,660705.042130052,248060.279204011
4066,667966.960286767,247145.335877862
4067,665899.112681041,246841.537952492
4068,661886.033888231,249119.180830442
4069,668247.805568474,242552.151109487
4070,660961.600058848,242508.219636454
4071,672876.417079471,239202.705487
4072,664467.515287852,248079.114113274
4073,672514.273686784,240623.125521709
4074,672293.692735339,243358.72438863
4075,671462.728412569,246821.194097575
4076,661557.54851673,240369.373492172
4077,663448.560640075,250256.409810638
4078,663445.706688218,240798.107503285
4079,671402.515577909,241977.219238378
4080,660630.692871626,244772.788142371
4081,669446.99114504,246985.922258786
4082,663622.860502697,245057.536760336
4083,669491.115224603,244162.302226487
4084,675789.376426494,241869.743835052
4091,651883.788074852,252197.992612979
4092,658356.00311411,253769.931722439
4093,660629.47609902,254234.082246296
4094,648775.899873567,260824.133224838
4095,658212.871192992,259787.480069117
4096,650783.508285814,260439.892516284
4097,649988.116395895,262348.700523672
4098,651773.348941616,259109.742437042
4099,656351.537461973,257006.217327877
4100,657959.937834442,257024.720193411
4101,654596.450859536,265989.70964489
4103,651542.434668978,258044.064454975
4104,657996.870081129,255051.190123195
4105,656384.674368151,267024.768689426
