type,node,,,
departureNode,(493, '2005-05-10T06:11:00',7056965, 'd')
departureNode,(563, '2005-05-10T06:18:48',7057329, 'd')
departureNode,(592, '2005-05-10T06:21:42',7057693, 'd')
departureNode,(606, '2005-05-10T06:28:30',7058421, 'd')
departureNode,(623, '2005-05-10T06:31:30',7058785, 'd')
departureNode,(462, '2005-05-10T06:36:36',7059149, 'd')
departureNode,(203, '2005-05-10T06:40:30',7060241, 'd')
departureNode,(439, '2005-05-10T06:43:54',7060605, 'd')
departureNode,(328, '2005-05-10T06:46:54',7060969, 'd')
departureNode,(493, '2005-05-10T06:41:00',7062061, 'd')
departureNode,(563, '2005-05-10T06:48:48',7062425, 'd')
departureNode,(592, '2005-05-10T06:51:42',7062789, 'd')
departureNode,(606, '2005-05-10T06:58:30',7063517, 'd')
departureNode,(623, '2005-05-10T07:01:30',7063881, 'd')
departureNode,(462, '2005-05-10T07:06:36',7064245, 'd')
departureNode,(203, '2005-05-10T07:10:30',7065337, 'd')
departureNode,(439, '2005-05-10T07:13:54',7065701, 'd')
departureNode,(328, '2005-05-10T07:16:54',7066065, 'd')
departureNode,(493, '2005-05-10T07:11:00',7067157, 'd')
departureNode,(563, '2005-05-10T07:18:48',7067521, 'd')
departureNode,(592, '2005-05-10T07:21:42',7067885, 'd')
departureNode,(606, '2005-05-10T07:28:30',7068613, 'd')
departureNode,(623, '2005-05-10T07:31:30',7068977, 'd')
departureNode,(462, '2005-05-10T07:36:36',7069341, 'd')
departureNode,(203, '2005-05-10T07:40:30',7070433, 'd')
departureNode,(439, '2005-05-10T07:43:54',7070797, 'd')
departureNode,(328, '2005-05-10T07:46:54',7071161, 'd')
departureNode,(493, '2005-05-10T07:41:00',7072253, 'd')
departureNode,(563, '2005-05-10T07:48:48',7072617, 'd')
departureNode,(592, '2005-05-10T07:51:42',7072981, 'd')
departureNode,(606, '2005-05-10T07:58:30',7073709, 'd')
departureNode,(13, '2005-05-10T07:58:00',7250249, 'd')
departureNode,(12, '2005-05-10T07:59:00',7250613, 'd')
departureNode,(498, '2005-05-10T06:42:00',7414049, 'd')
departureNode,(520, '2005-05-10T06:44:36',7414413, 'd')
departureNode,(498, '2005-05-10T07:42:00',7415505, 'd')
departureNode,(520, '2005-05-10T07:44:36',7415869, 'd')
departureNode,(515, '2005-05-10T07:41:12',7440257, 'd')
departureNode,(179, '2005-05-10T06:04:48',7502501, 'd')
departureNode,(220, '2005-05-10T06:08:30',7502865, 'd')
departureNode,(379, '2005-05-10T06:12:54',7503229, 'd')
departureNode,(553, '2005-05-10T06:14:12',7503593, 'd')
departureNode,(545, '2005-05-10T06:20:00',7503957, 'd')
departureNode,(498, '2005-05-10T07:41:06',7640333, 'd')
departureNode,(207, '2005-05-10T07:49:48',7641789, 'd')
departureNode,(199, '2005-05-10T07:54:00',7642517, 'd')
departureNode,(538, '2005-05-10T07:57:24',7642881, 'd')
departureNode,(633, '2005-05-10T07:06:00',8124073, 'd')
departureNode,(308, '2005-05-10T07:46:42',8740689, 'd')
departureNode,(611, '2005-05-10T05:59:06',9039533, 'd')
departureNode,(538, '2005-05-10T06:04:00',9039897, 'd')
departureNode,(199, '2005-05-10T06:07:00',9040261, 'd')
departureNode,(207, '2005-05-10T06:12:12',9040989, 'd')
departureNode,(498, '2005-05-10T06:11:00',9636275, 'd')
departureNode,(520, '2005-05-10T06:14:06',9636639, 'd')
departureNode,(515, '2005-05-10T06:19:00',9637731, 'd')
departureNode,(340, '2005-05-10T06:21:24',9638095, 'd')
departureNode,(285, '2005-05-10T06:23:30',9638459, 'd')
departureNode,(192, '2005-05-10T06:30:18',9638823, 'd')
departureNode,(244, '2005-05-10T06:32:42',9639187, 'd')
departureNode,(431, '2005-05-10T06:34:24',9639551, 'd')
departureNode,(563, '2005-05-10T06:39:48',9640279, 'd')
departureNode,(592, '2005-05-10T06:41:42',9640643, 'd')
departureNode,(606, '2005-05-10T06:48:30',9641371, 'd')
departureNode,(623, '2005-05-10T06:51:36',9641735, 'd')
departureNode,(462, '2005-05-10T06:56:06',9642099, 'd')
departureNode,(498, '2005-05-10T07:11:00',9645011, 'd')
departureNode,(520, '2005-05-10T07:14:06',9645375, 'd')
departureNode,(515, '2005-05-10T07:19:00',9646467, 'd')
departureNode,(340, '2005-05-10T07:21:24',9646831, 'd')
departureNode,(285, '2005-05-10T07:23:30',9647195, 'd')
departureNode,(192, '2005-05-10T07:30:18',9647559, 'd')
departureNode,(244, '2005-05-10T07:32:42',9647923, 'd')
departureNode,(431, '2005-05-10T07:34:24',9648287, 'd')
departureNode,(563, '2005-05-10T07:39:48',9649015, 'd')
departureNode,(592, '2005-05-10T07:41:42',9649379, 'd')
departureNode,(606, '2005-05-10T07:48:30',9650107, 'd')
departureNode,(623, '2005-05-10T07:51:36',9650471, 'd')
departureNode,(462, '2005-05-10T07:56:06',9650835, 'd')
departureNode,(227, '2005-05-10T05:59:30',9796071, 'd')
departureNode,(267, '2005-05-10T06:03:24',9796435, 'd')
departureNode,(207, '2005-05-10T06:10:42',9796799, 'd')
departureNode,(199, '2005-05-10T06:14:48',9797527, 'd')
departureNode,(462, '2005-05-10T06:18:18',9798255, 'd')
departureNode,(623, '2005-05-10T06:23:18',9798619, 'd')
departureNode,(606, '2005-05-10T06:28:12',9798983, 'd')
departureNode,(592, '2005-05-10T06:30:18',9799711, 'd')
departureNode,(563, '2005-05-10T06:34:48',9800075, 'd')
departureNode,(431, '2005-05-10T06:36:48',9800803, 'd')
departureNode,(244, '2005-05-10T06:39:12',9801167, 'd')
departureNode,(554, '2005-05-10T06:19:00',9802259, 'd')
departureNode,(294, '2005-05-10T06:21:06',9802623, 'd')
departureNode,(383, '2005-05-10T06:27:00',9802987, 'd')
departureNode,(227, '2005-05-10T06:29:30',9803351, 'd')
departureNode,(267, '2005-05-10T06:33:24',9803715, 'd')
departureNode,(207, '2005-05-10T06:40:42',9804079, 'd')
departureNode,(199, '2005-05-10T06:44:48',9804807, 'd')
departureNode,(462, '2005-05-10T06:48:18',9805535, 'd')
departureNode,(623, '2005-05-10T06:53:18',9805899, 'd')
departureNode,(606, '2005-05-10T06:58:12',9806263, 'd')
departureNode,(592, '2005-05-10T07:00:18',9806991, 'd')
departureNode,(563, '2005-05-10T07:04:48',9807355, 'd')
departureNode,(431, '2005-05-10T07:06:48',9808083, 'd')
departureNode,(244, '2005-05-10T07:09:12',9808447, 'd')
departureNode,(554, '2005-05-10T06:49:00',9809539, 'd')
departureNode,(294, '2005-05-10T06:51:06',9809903, 'd')
departureNode,(383, '2005-05-10T06:57:00',9810267, 'd')
departureNode,(227, '2005-05-10T06:59:30',9810631, 'd')
departureNode,(267, '2005-05-10T07:03:24',9810995, 'd')
departureNode,(207, '2005-05-10T07:10:42',9811359, 'd')
departureNode,(199, '2005-05-10T07:14:48',9812087, 'd')
departureNode,(462, '2005-05-10T07:18:18',9812815, 'd')
departureNode,(623, '2005-05-10T07:23:18',9813179, 'd')
departureNode,(606, '2005-05-10T07:28:12',9813543, 'd')
departureNode,(592, '2005-05-10T07:30:18',9814271, 'd')
departureNode,(563, '2005-05-10T07:34:48',9814635, 'd')
departureNode,(431, '2005-05-10T07:36:48',9815363, 'd')
departureNode,(244, '2005-05-10T07:39:12',9815727, 'd')
departureNode,(554, '2005-05-10T07:19:00',9816819, 'd')
departureNode,(294, '2005-05-10T07:21:06',9817183, 'd')
departureNode,(383, '2005-05-10T07:27:00',9817547, 'd')
departureNode,(227, '2005-05-10T07:29:30',9817911, 'd')
departureNode,(267, '2005-05-10T07:33:24',9818275, 'd')
departureNode,(207, '2005-05-10T07:40:42',9818639, 'd')
departureNode,(199, '2005-05-10T07:44:48',9819367, 'd')
departureNode,(462, '2005-05-10T07:48:18',9820095, 'd')
departureNode,(623, '2005-05-10T07:53:18',9820459, 'd')
departureNode,(606, '2005-05-10T07:58:12',9820823, 'd')
departureNode,(554, '2005-05-10T07:49:00',9824099, 'd')
departureNode,(294, '2005-05-10T07:51:06',9824463, 'd')
departureNode,(383, '2005-05-10T07:57:00',9824827, 'd')
departureNode,(227, '2005-05-10T07:59:30',9825191, 'd')
departureNode,(462, '2005-05-10T06:04:06',10156067, 'd')
departureNode,(623, '2005-05-10T06:08:48',10156431, 'd')
departureNode,(606, '2005-05-10T06:13:24',10156795, 'd')
departureNode,(592, '2005-05-10T06:15:12',10157523, 'd')
departureNode,(563, '2005-05-10T06:21:30',10157887, 'd')
departureNode,(431, '2005-05-10T06:23:54',10158615, 'd')
departureNode,(244, '2005-05-10T06:26:42',10158979, 'd')
departureNode,(192, '2005-05-10T06:30:36',10159343, 'd')
departureNode,(285, '2005-05-10T06:33:54',10159707, 'd')
departureNode,(340, '2005-05-10T06:36:54',10160071, 'd')
departureNode,(542, '2005-05-10T06:44:00',10161163, 'd')
departureNode,(520, '2005-05-10T06:45:42',10161527, 'd')
departureNode,(498, '2005-05-10T06:52:18',10161891, 'd')
departureNode,(462, '2005-05-10T07:04:06',10164803, 'd')
departureNode,(623, '2005-05-10T07:08:48',10165167, 'd')
departureNode,(606, '2005-05-10T07:13:24',10165531, 'd')
departureNode,(592, '2005-05-10T07:15:12',10166259, 'd')
departureNode,(563, '2005-05-10T07:21:30',10166623, 'd')
departureNode,(431, '2005-05-10T07:23:54',10167351, 'd')
departureNode,(244, '2005-05-10T07:26:42',10167715, 'd')
departureNode,(192, '2005-05-10T07:30:36',10168079, 'd')
departureNode,(285, '2005-05-10T07:33:54',10168443, 'd')
departureNode,(340, '2005-05-10T07:36:54',10168807, 'd')
departureNode,(542, '2005-05-10T07:44:00',10169899, 'd')
departureNode,(520, '2005-05-10T07:45:42',10170263, 'd')
departureNode,(498, '2005-05-10T07:52:18',10170627, 'd')
departureNode,(633, '2005-05-10T06:08:00',10322051, 'd')
departureNode,(587, '2005-05-10T06:20:00',10323871, 'd')
departureNode,(498, '2005-05-10T06:35:00',10326783, 'd')
departureNode,(308, '2005-05-10T06:47:54',10328239, 'd')
departureNode,(633, '2005-05-10T07:08:00',10331879, 'd')
departureNode,(587, '2005-05-10T07:20:00',10333699, 'd')
departureNode,(498, '2005-05-10T07:35:00',10336611, 'd')
departureNode,(308, '2005-05-10T07:47:54',10338067, 'd')
departureNode,(587, '2005-05-10T07:04:00',10683205, 'd')
departureNode,(611, '2005-05-10T07:09:00',10683933, 'd')
departureNode,(563, '2005-05-10T07:15:00',10684661, 'd')
departureNode,(192, '2005-05-10T07:21:00',10685753, 'd')
departureNode,(308, '2005-05-10T06:50:18',10945649, 'd')
departureNode,(308, '2005-05-10T07:50:18',10951109, 'd')
departureNode,(444, '2005-05-10T06:08:00',11096710, 'd')
departureNode,(392, '2005-05-10T06:10:06',11097074, 'd')
departureNode,(551, '2005-05-10T06:12:42',11097438, 'd')
departureNode,(370, '2005-05-10T06:15:48',11097802, 'd')
departureNode,(498, '2005-05-10T06:22:12',11098166, 'd')
departureNode,(462, '2005-05-10T06:33:24',11101078, 'd')
departureNode,(623, '2005-05-10T06:38:00',11101442, 'd')
departureNode,(606, '2005-05-10T06:42:36',11101806, 'd')
departureNode,(592, '2005-05-10T06:45:24',11102534, 'd')
departureNode,(563, '2005-05-10T06:50:12',11102898, 'd')
departureNode,(431, '2005-05-10T06:53:36',11103626, 'd')
departureNode,(244, '2005-05-10T06:56:24',11103990, 'd')
departureNode,(192, '2005-05-10T06:59:18',11104354, 'd')
departureNode,(285, '2005-05-10T07:03:36',11104718, 'd')
departureNode,(340, '2005-05-10T07:06:36',11105082, 'd')
departureNode,(444, '2005-05-10T07:08:00',11106174, 'd')
departureNode,(392, '2005-05-10T07:10:06',11106538, 'd')
departureNode,(551, '2005-05-10T07:12:42',11106902, 'd')
departureNode,(370, '2005-05-10T07:15:48',11107266, 'd')
departureNode,(498, '2005-05-10T07:22:12',11107630, 'd')
departureNode,(462, '2005-05-10T07:33:24',11110542, 'd')
departureNode,(623, '2005-05-10T07:38:00',11110906, 'd')
departureNode,(606, '2005-05-10T07:42:36',11111270, 'd')
departureNode,(592, '2005-05-10T07:45:24',11111998, 'd')
departureNode,(563, '2005-05-10T07:50:12',11112362, 'd')
departureNode,(431, '2005-05-10T07:53:36',11113090, 'd')
departureNode,(244, '2005-05-10T07:56:24',11113454, 'd')
departureNode,(192, '2005-05-10T07:59:18',11113818, 'd')
departureNode,(514, '2005-05-10T06:47:36',11628150, 'd')
departureNode,(498, '2005-05-10T06:55:00',11628878, 'd')
departureNode,(587, '2005-05-10T07:09:00',11631790, 'd')
departureNode,(633, '2005-05-10T07:30:00',11633610, 'd')
departureNode,(514, '2005-05-10T07:47:36',11637978, 'd')
departureNode,(498, '2005-05-10T07:55:00',11638706, 'd')
departureNode,(308, '2005-05-10T07:18:18',11795226, 'd')
departureNode,(633, '2005-05-10T07:38:00',11798866, 'd')
departureNode,(587, '2005-05-10T07:50:00',11800686, 'd')
departureNode,(207, '2005-05-10T07:41:00',11973222, 'd')
departureNode,(168, '2005-05-10T07:45:42',11973950, 'd')
departureNode,(587, '2005-05-10T07:52:42',11974678, 'd')
departureNode,(611, '2005-05-10T07:57:18',11975406, 'd')
departureNode,(663, '2005-05-10T07:59:48',11975770, 'd')
departureNode,(498, '2005-05-10T07:36:00',12247678, 'd')
departureNode,(545, '2005-05-10T07:39:36',12248406, 'd')
departureNode,(553, '2005-05-10T07:42:00',12248770, 'd')
departureNode,(379, '2005-05-10T07:48:18',12249134, 'd')
departureNode,(220, '2005-05-10T07:53:42',12249498, 'd')
departureNode,(498, '2005-05-10T06:12:00',12305918, 'd')
departureNode,(370, '2005-05-10T06:16:48',12306282, 'd')
departureNode,(551, '2005-05-10T06:17:48',12306646, 'd')
departureNode,(392, '2005-05-10T06:19:48',12307010, 'd')
departureNode,(498, '2005-05-10T07:12:00',12308102, 'd')
departureNode,(370, '2005-05-10T07:16:48',12308466, 'd')
departureNode,(551, '2005-05-10T07:17:48',12308830, 'd')
departureNode,(392, '2005-05-10T07:19:48',12309194, 'd')
departureNode,(498, '2005-05-10T06:45:00',13370982, 'd')
departureNode,(370, '2005-05-10T06:49:36',13371346, 'd')
departureNode,(498, '2005-05-10T07:45:00',13372438, 'd')
departureNode,(370, '2005-05-10T07:49:36',13372802, 'd')
departureNode,(346, '2005-05-10T07:20:00',13408838, 'd')
departureNode,(349, '2005-05-10T07:21:30',13409202, 'd')
departureNode,(437, '2005-05-10T07:24:30',13409566, 'd')
departureNode,(466, '2005-05-10T07:27:54',13409930, 'd')
departureNode,(188, '2005-05-10T07:31:12',13410294, 'd')
departureNode,(344, '2005-05-10T07:33:30',13410658, 'd')
departureNode,(356, '2005-05-10T07:36:30',13411022, 'd')
departureNode,(409, '2005-05-10T07:38:30',13411386, 'd')
departureNode,(240, '2005-05-10T07:43:24',13412114, 'd')
departureNode,(611, '2005-05-10T07:46:00',13412478, 'd')
departureNode,(592, '2005-05-10T07:49:30',13413206, 'd')
departureNode,(606, '2005-05-10T07:55:48',13413934, 'd')
departureNode,(623, '2005-05-10T07:58:18',13414298, 'd')
departureNode,(9, '2005-05-10T07:39:00',19488, 'd')
departureNode,(10, '2005-05-10T07:40:00',19852, 'd')
departureNode,(7, '2005-05-10T07:43:00',20216, 'd')
departureNode,(11, '2005-05-10T07:45:00',20580, 'd')
departureNode,(8, '2005-05-10T07:46:00',20944, 'd')
departureNode,(12, '2005-05-10T07:49:00',21308, 'd')
departureNode,(439, '2005-05-10T05:59:30',107214, 'd')
departureNode,(328, '2005-05-10T06:01:18',107578, 'd')
departureNode,(494, '2005-05-10T06:05:18',107942, 'd')
departureNode,(143, '2005-05-10T06:08:18',108306, 'd')
departureNode,(633, '2005-05-10T06:42:00',109762, 'd')
departureNode,(663, '2005-05-10T06:45:30',110854, 'd')
departureNode,(611, '2005-05-10T06:49:30',111218, 'd')
departureNode,(538, '2005-05-10T06:52:36',111582, 'd')
departureNode,(203, '2005-05-10T06:55:30',112310, 'd')
departureNode,(439, '2005-05-10T06:59:30',112674, 'd')
departureNode,(328, '2005-05-10T07:01:18',113038, 'd')
departureNode,(494, '2005-05-10T07:05:18',113402, 'd')
departureNode,(143, '2005-05-10T07:08:18',113766, 'd')
departureNode,(584, '2005-05-10T06:15:24',241896, 'd')
departureNode,(659, '2005-05-10T06:16:54',242260, 'd')
departureNode,(633, '2005-05-10T06:26:18',243352, 'd')
departureNode,(663, '2005-05-10T06:29:48',244444, 'd')
departureNode,(611, '2005-05-10T06:34:00',244808, 'd')
departureNode,(587, '2005-05-10T06:39:00',245536, 'd')
departureNode,(168, '2005-05-10T06:42:30',246264, 'd')
departureNode,(584, '2005-05-10T07:15:24',255364, 'd')
departureNode,(659, '2005-05-10T07:16:54',255728, 'd')
departureNode,(633, '2005-05-10T07:26:18',256820, 'd')
departureNode,(663, '2005-05-10T07:29:48',257912, 'd')
departureNode,(611, '2005-05-10T07:34:00',258276, 'd')
departureNode,(587, '2005-05-10T07:39:00',259004, 'd')
departureNode,(168, '2005-05-10T07:42:30',259732, 'd')
departureNode,(179, '2005-05-10T06:32:00',479957, 'd')
departureNode,(179, '2005-05-10T07:32:00',487237, 'd')
departureNode,(387, '2005-05-10T06:11:00',615002, 'd')
departureNode,(560, '2005-05-10T06:14:30',615366, 'd')
departureNode,(618, '2005-05-10T06:16:42',615730, 'd')
departureNode,(611, '2005-05-10T06:21:30',616094, 'd')
departureNode,(592, '2005-05-10T06:24:48',616822, 'd')
departureNode,(606, '2005-05-10T06:30:12',617550, 'd')
departureNode,(623, '2005-05-10T06:33:42',617914, 'd')
departureNode,(629, '2005-05-10T06:36:18',618278, 'd')
departureNode,(601, '2005-05-10T06:38:54',618642, 'd')
departureNode,(277, '2005-05-10T06:39:30',619006, 'd')
departureNode,(387, '2005-05-10T07:11:00',621918, 'd')
departureNode,(560, '2005-05-10T07:14:30',622282, 'd')
departureNode,(618, '2005-05-10T07:16:42',622646, 'd')
departureNode,(611, '2005-05-10T07:21:30',623010, 'd')
departureNode,(592, '2005-05-10T07:24:48',623738, 'd')
departureNode,(606, '2005-05-10T07:30:12',624466, 'd')
departureNode,(623, '2005-05-10T07:33:42',624830, 'd')
departureNode,(629, '2005-05-10T07:36:18',625194, 'd')
departureNode,(601, '2005-05-10T07:38:54',625558, 'd')
departureNode,(277, '2005-05-10T07:39:30',625922, 'd')
departureNode,(498, '2005-05-10T06:43:54',1433647, 'd')
departureNode,(520, '2005-05-10T06:47:30',1434009, 'd')
departureNode,(542, '2005-05-10T06:49:30',1434371, 'd')
departureNode,(456, '2005-05-10T06:52:00',1434733, 'd')
departureNode,(297, '2005-05-10T06:57:30',1435095, 'd')
departureNode,(498, '2005-05-10T07:06:00',1793695, 'd')
departureNode,(300, '2005-05-10T06:47:30',1856694, 'd')
departureNode,(277, '2005-05-10T06:48:30',1857058, 'd')
departureNode,(601, '2005-05-10T06:50:36',1857422, 'd')
departureNode,(629, '2005-05-10T06:53:48',1857786, 'd')
departureNode,(623, '2005-05-10T06:57:54',1858150, 'd')
departureNode,(606, '2005-05-10T07:02:30',1858514, 'd')
departureNode,(592, '2005-05-10T07:04:48',1859242, 'd')
departureNode,(611, '2005-05-10T07:09:36',1859970, 'd')
departureNode,(618, '2005-05-10T07:11:48',1860334, 'd')
departureNode,(560, '2005-05-10T07:14:48',1860698, 'd')
departureNode,(387, '2005-05-10T07:18:48',1861062, 'd')
departureNode,(176, '2005-05-10T07:20:48',1861426, 'd')
departureNode,(354, '2005-05-10T07:23:48',1861790, 'd')
departureNode,(351, '2005-05-10T07:27:54',1862154, 'd')
departureNode,(548, '2005-05-10T07:29:36',1862518, 'd')
departureNode,(300, '2005-05-10T07:47:30',1865430, 'd')
departureNode,(277, '2005-05-10T07:48:30',1865794, 'd')
departureNode,(601, '2005-05-10T07:50:36',1866158, 'd')
departureNode,(629, '2005-05-10T07:53:48',1866522, 'd')
departureNode,(623, '2005-05-10T07:57:54',1866886, 'd')
departureNode,(401, '2005-05-10T06:53:30',2253402, 'd')
departureNode,(297, '2005-05-10T07:01:00',2253764, 'd')
departureNode,(456, '2005-05-10T07:02:30',2254126, 'd')
departureNode,(542, '2005-05-10T07:07:00',2254488, 'd')
departureNode,(520, '2005-05-10T07:10:00',2254850, 'd')
departureNode,(401, '2005-05-10T07:53:30',2265390, 'd')
departureNode,(308, '2005-05-10T06:13:54',2429157, 'd')
departureNode,(633, '2005-05-10T06:37:00',2432797, 'd')
departureNode,(308, '2005-05-10T07:13:54',2447357, 'd')
departureNode,(633, '2005-05-10T07:37:00',2450997, 'd')
departureNode,(633, '2005-05-10T06:14:00',3126582, 'd')
departureNode,(179, '2005-05-10T06:31:00',3129859, 'd')
departureNode,(633, '2005-05-10T07:14:00',3133863, 'd')
departureNode,(179, '2005-05-10T07:31:00',3137139, 'd')
departureNode,(179, '2005-05-10T06:00:36',3251799, 'd')
departureNode,(331, '2005-05-10T06:03:54',3252163, 'd')
departureNode,(356, '2005-05-10T06:06:42',3252527, 'd')
departureNode,(409, '2005-05-10T06:08:42',3252891, 'd')
departureNode,(240, '2005-05-10T06:13:06',3253619, 'd')
departureNode,(611, '2005-05-10T06:16:12',3253983, 'd')
departureNode,(606, '2005-05-10T06:25:00',3256531, 'd')
departureNode,(623, '2005-05-10T06:28:06',3256895, 'd')
departureNode,(494, '2005-05-10T06:40:18',3259443, 'd')
departureNode,(238, '2005-05-10T06:54:30',3264175, 'd')
departureNode,(179, '2005-05-10T07:00:36',3264539, 'd')
departureNode,(331, '2005-05-10T07:03:54',3264903, 'd')
departureNode,(356, '2005-05-10T07:06:42',3265267, 'd')
departureNode,(409, '2005-05-10T07:08:42',3265631, 'd')
departureNode,(240, '2005-05-10T07:13:06',3266359, 'd')
departureNode,(611, '2005-05-10T07:16:12',3266723, 'd')
departureNode,(606, '2005-05-10T07:25:00',3269271, 'd')
departureNode,(623, '2005-05-10T07:28:06',3269635, 'd')
departureNode,(494, '2005-05-10T07:40:18',3272183, 'd')
departureNode,(554, '2005-05-10T07:46:00',3272911, 'd')
departureNode,(173, '2005-05-10T07:50:30',3273275, 'd')
departureNode,(404, '2005-05-10T07:54:06',3273639, 'd')
departureNode,(271, '2005-05-10T07:57:42',3274003, 'd')
departureNode,(238, '2005-05-10T07:54:30',3276915, 'd')
departureNode,(633, '2005-05-10T06:08:00',3485123, 'd')
departureNode,(611, '2005-05-10T06:16:00',3486579, 'd')
departureNode,(538, '2005-05-10T06:20:06',3486943, 'd')
departureNode,(203, '2005-05-10T06:23:54',3487671, 'd')
departureNode,(439, '2005-05-10T06:27:00',3488035, 'd')
departureNode,(328, '2005-05-10T06:29:48',3488399, 'd')
departureNode,(494, '2005-05-10T06:35:48',3488763, 'd')
departureNode,(143, '2005-05-10T06:38:48',3489127, 'd')
departureNode,(633, '2005-05-10T07:08:00',3490583, 'd')
departureNode,(611, '2005-05-10T07:16:00',3492039, 'd')
departureNode,(538, '2005-05-10T07:20:06',3492403, 'd')
departureNode,(203, '2005-05-10T07:23:54',3493131, 'd')
departureNode,(439, '2005-05-10T07:27:00',3493495, 'd')
departureNode,(328, '2005-05-10T07:29:48',3493859, 'd')
departureNode,(494, '2005-05-10T07:35:48',3494223, 'd')
departureNode,(143, '2005-05-10T07:38:48',3494587, 'd')
departureNode,(623, '2005-05-10T07:15:18',3754700, 'd')
departureNode,(606, '2005-05-10T07:19:54',3755064, 'd')
departureNode,(592, '2005-05-10T07:22:42',3755792, 'd')
departureNode,(611, '2005-05-10T07:27:36',3756520, 'd')
departureNode,(360, '2005-05-10T07:30:36',3757248, 'd')
departureNode,(284, '2005-05-10T07:33:00',3757976, 'd')
departureNode,(283, '2005-05-10T07:36:18',3758340, 'd')
departureNode,(168, '2005-05-10T07:39:48',3759068, 'd')
departureNode,(207, '2005-05-10T07:45:18',3759796, 'd')
departureNode,(274, '2005-05-10T07:48:54',3760160, 'd')
departureNode,(360, '2005-05-10T05:59:36',3777996, 'd')
departureNode,(611, '2005-05-10T06:03:12',3778724, 'd')
departureNode,(592, '2005-05-10T06:07:30',3779452, 'd')
departureNode,(606, '2005-05-10T06:11:48',3780180, 'd')
departureNode,(623, '2005-05-10T06:14:54',3780544, 'd')
departureNode,(498, '2005-05-10T06:08:00',3810756, 'd')
departureNode,(274, '2005-05-10T06:12:12',3811848, 'd')
departureNode,(207, '2005-05-10T06:16:54',3812212, 'd')
departureNode,(168, '2005-05-10T06:21:24',3812940, 'd')
departureNode,(283, '2005-05-10T06:24:54',3813668, 'd')
departureNode,(284, '2005-05-10T06:27:12',3814032, 'd')
departureNode,(360, '2005-05-10T06:29:36',3814760, 'd')
departureNode,(611, '2005-05-10T06:33:12',3815488, 'd')
departureNode,(592, '2005-05-10T06:37:30',3816216, 'd')
departureNode,(606, '2005-05-10T06:41:48',3816944, 'd')
departureNode,(623, '2005-05-10T06:44:54',3817308, 'd')
departureNode,(360, '2005-05-10T06:00:36',3843516, 'd')
departureNode,(284, '2005-05-10T06:03:00',3844244, 'd')
departureNode,(283, '2005-05-10T06:06:18',3844608, 'd')
departureNode,(168, '2005-05-10T06:09:48',3845336, 'd')
departureNode,(207, '2005-05-10T06:15:18',3846064, 'd')
departureNode,(274, '2005-05-10T06:18:54',3846428, 'd')
departureNode,(498, '2005-05-10T06:38:00',3847520, 'd')
departureNode,(274, '2005-05-10T06:42:12',3848612, 'd')
departureNode,(207, '2005-05-10T06:46:54',3848976, 'd')
departureNode,(168, '2005-05-10T06:51:24',3849704, 'd')
departureNode,(283, '2005-05-10T06:54:54',3850432, 'd')
departureNode,(284, '2005-05-10T06:57:12',3850796, 'd')
departureNode,(360, '2005-05-10T06:59:36',3851524, 'd')
departureNode,(611, '2005-05-10T07:03:12',3852252, 'd')
departureNode,(592, '2005-05-10T07:07:30',3852980, 'd')
departureNode,(606, '2005-05-10T07:11:48',3853708, 'd')
departureNode,(623, '2005-05-10T07:14:54',3854072, 'd')
departureNode,(623, '2005-05-10T06:15:18',3877732, 'd')
departureNode,(606, '2005-05-10T06:19:54',3878096, 'd')
departureNode,(592, '2005-05-10T06:22:42',3878824, 'd')
departureNode,(611, '2005-05-10T06:27:36',3879552, 'd')
departureNode,(360, '2005-05-10T06:30:36',3880280, 'd')
departureNode,(284, '2005-05-10T06:33:00',3881008, 'd')
departureNode,(283, '2005-05-10T06:36:18',3881372, 'd')
departureNode,(168, '2005-05-10T06:39:48',3882100, 'd')
departureNode,(207, '2005-05-10T06:45:18',3882828, 'd')
departureNode,(274, '2005-05-10T06:48:54',3883192, 'd')
departureNode,(498, '2005-05-10T07:08:00',3884284, 'd')
departureNode,(274, '2005-05-10T07:12:12',3885376, 'd')
departureNode,(207, '2005-05-10T07:16:54',3885740, 'd')
departureNode,(168, '2005-05-10T07:21:24',3886468, 'd')
departureNode,(283, '2005-05-10T07:24:54',3887196, 'd')
departureNode,(284, '2005-05-10T07:27:12',3887560, 'd')
departureNode,(360, '2005-05-10T07:29:36',3888288, 'd')
departureNode,(611, '2005-05-10T07:33:12',3889016, 'd')
departureNode,(592, '2005-05-10T07:37:30',3889744, 'd')
departureNode,(606, '2005-05-10T07:41:48',3890472, 'd')
departureNode,(623, '2005-05-10T07:44:54',3890836, 'd')
departureNode,(322, '2005-05-10T07:58:06',3893748, 'd')
departureNode,(623, '2005-05-10T06:45:18',3914496, 'd')
departureNode,(606, '2005-05-10T06:49:54',3914860, 'd')
departureNode,(592, '2005-05-10T06:52:42',3915588, 'd')
departureNode,(611, '2005-05-10T06:57:36',3916316, 'd')
departureNode,(360, '2005-05-10T07:00:36',3917044, 'd')
departureNode,(284, '2005-05-10T07:03:00',3917772, 'd')
departureNode,(283, '2005-05-10T07:06:18',3918136, 'd')
departureNode,(168, '2005-05-10T07:09:48',3918864, 'd')
departureNode,(207, '2005-05-10T07:15:18',3919592, 'd')
